Unique_member_identifier,City,StateProv,FSA,PointsTotal,LanguagePreference,gender,age_class
F6D87E05-340C-45B7-AE8D-4F1017A087EE,Burlington,ON,L7L,987,English,Female,25-34
29EA6C39-6285-4F49-B365-4306CEA27398,Airdrie,AB,T4B,817,English,Female,35-44
06F9A1DD-729C-4818-A286-0A27848FCB92,Kitchener,ON,N2G,1527,English,Male,25-34
173A7B15-98AB-4A70-B538-FC08C92D4577,Toronto,ON,M9W,1624,English,Male,25-34
407B0D95-2208-4007-836E-E1898DC3A0FF,Ponoka,AB,T4J,2354,English,Male,25-34
5294FA8C-8DF7-48EF-8515-0A92C18C6771,Hamilton,ON,L8E,1853,English,Male,18-24
DE5F8F07-2AD1-41BE-815B-FDDF26B2A3A3,Dollarddesormeau,QC,H9G,1000,English,Female,35-44
31AC7C92-0378-432E-8392-C1C1172A0212,Toronto,ON,M5A,950,English,Female,18-24
09539F78-1BAD-494B-A62C-67BC5013ADA6,Winnipeg,MB,R3M,150,English,Male,18-24
8CACC5F9-1CA5-40E5-8531-637C32D81C98,Kingston,ON,K7M,430,English,Male,14-17
1A10A92F-26B1-4EFB-A12D-1693B193FF94,London,ON,N6C,356,English,Female,55+
DB24AD1B-D569-4D7D-8906-D602BE44A6E9,Grimsby,ON,L3M,1489,English,Male,45-54
5C5A0D51-CC2C-422F-89C7-9DAF2B64E1C3,Scarborough,ON,M1G,500,English,Female,25-34
5563F4D2-D886-470D-9EB5-8F6FB40521D0,Thornhill,ON,L4J,812,English,Female,35-44
4E6E73EA-C043-4F06-80FC-57CA8E52F61A,Brampton,ON,L6R,0,English,Female,55+
4BEB555E-F4CA-44D1-A86B-E3DB7E110F11,Timberlea,NS,B3T,1250,English,Male,55+
0B01FBD5-3BCC-450E-A8F5-C865C65E1613,Victoria,BC,V9B,3350,English,Female,25-34
3AEFDB5B-DEFF-4CEC-9530-32331DAADDDF,North Bay,ON,P1A,250,English,Male,35-44
3A24E53D-62CB-4FDB-8C81-C0F623FCF5D2,Hamilton,ON,L9A,457,English,Male,25-34
D90FD615-25BB-41F7-8E7D-2BB3D4FE56A9,Wilmot,NS,B0P,1372,English,Female,18-24
D6EE6BD6-4BE6-4F02-83A4-473EE67ADADC,Van,BC,v6y,420,English,Male,18-24
0425AD3B-91DD-4F1A-B239-8E609B254CE8,Calgary,AB,t3m,1487,English,Male,35-44
07A20863-16CE-4593-8422-9FB2CA05C72F,Calgary,AB,T2Z,1654,English,Male,25-34
3F48BC49-995D-49AF-B5CE-66116C6DEEF0,York,ON,M6N,571,English,Female,45-54
195FE645-A20C-4EC4-947E-3A618B362A82,Oshawa,ON,L1G,0,English,Female,18-24
A860CDE4-E9E8-4B33-9B4B-6F3C6797D549,Mississauga,ON,L5M,307,English,Male,18-24
1326BFAE-31BA-4023-A85A-69E0D9866384,Brampton,ON,L7A,0,English,Female,25-34
7C9E226B-46A1-4526-883B-5706CB1E3BC7,Edmonton,AB,T6w,1418,English,Female,25-34
E68C48EB-B778-4727-BC67-AC34F336EE2D,New Westminster,BC,V3M,1588,English,Female,14-17
B048F1C0-541D-4718-A6D4-F67EB2F0DA92,Milton,ON,L9T,870,English,Female,25-34
60F2F694-1073-4C97-83CE-C6FC8EC24698,Mississauga,ON,L5a,1168,English,Female,45-54
CD111E9E-5F47-49E4-8B63-D62BDA315E04,Rosemère,QC,J7A,0,English,Male,25-34
1D490641-2A85-4F53-9DBA-1036BC33853E,Montreal,QC,H1K,1278,French,Male,45-54
CE450675-9A58-41EF-B080-7EEBFC8AEB21,Port Mcnicoll,ON,L0K,3150,English,Male,25-34
D8722C6C-3C4D-4BCF-A686-D9087A6AD525,Brampton,ON,L6R,108,English,Female,35-44
BBD8E6E3-F55A-4123-88DD-6FC925E59BD1,Winnipeg,MB,R2L,675,English,Female,25-34
AE0481E3-5F81-499F-AFB1-A9C81F4D2F80,Sparwood,BC,V0B,2209,English,Female,25-34
04D4239C-FEE1-4956-A55E-5F715865B0D9,Ottawa,ON,K4A,0,English,Female,25-34
405A2A13-DB44-400B-B68E-B22927DF0E2B,Montreal,QC,H2G,1000,French,Male,18-24
43C50C9A-D1E0-4C21-8C3B-7F1821D471C7,Victoria,BC,V8Z,1863,English,Male,25-34
734885C8-7E5A-4D61-AD94-A786AEB625DD,Oshawa,ON,L1H,580,English,Male,14-17
DB7BDE9D-07DD-47AE-9AEC-865D17F2DD76,Antigonish,NS,B2G,11072,English,Female,35-44
1F7E4F1B-8D25-4EB1-9119-EFB2F88ACE84,Calgary,AB,T3G,729,English,Female,18-24
0333AB41-9EAF-4766-8837-2AD83881F49A,Woodbridge,ON,L4H,425,English,Female,18-24
0D515A75-67A1-401A-968B-4B48E7CED415,Bradford,ON,L3Z,475,English,Female,18-24
1FB8F4B2-1D01-4A3B-A0C0-471EAD64118E,Airdrie,AB,T4B,0,English,Female,35-44
64CA85BD-AD24-473C-B4C6-4A07BD26D1F7,Stlazare,QC,J7T,0,French,Female,55+
D38E338B-A688-4F74-92A9-ACBF9666C770,Etobicoke,ON,m9b,704,English,Female,25-34
57E88914-3041-41D9-B66E-B2DE18F6B22B,Etobicoke,ON,M9A,400,English,Male,25-34
B194F5BF-5047-4FA3-8F29-8476366FC7F8,Oakville,ON,L6J,3900,English,Male,55+
86762E23-0C36-4678-8E3A-1ADC4633DF2F,Calgary,AB,T3K,2159,English,Female,18-24
53CE3EE4-8A76-466C-8609-9A34D1B212EF,Pickering,ON,L1X,0,English,Female,18-24
DD10278F-DBAD-4535-8905-53467F812AEA,Brantford,ON,n3s,0,English,Female,18-24
1E1FBBD5-69F4-491B-BB61-00DF1274D064,Hammonds Plains,NS,B3Z,1242,English,Female,45-54
2E6F670F-4A18-4F07-BB2A-92629D54BD0D,Laval,QC,h7l,0,English,Female,18-24
C87449BD-53A7-4FD5-8496-E610498BCFA2,Scarborough,ON,M1P,772,English,Female,25-34
DFD4A95C-C10B-4B8C-A6BE-25E35BD80B47,Toronto,ON,M3M,0,English,Female,35-44
66189106-61C9-4E42-AF14-DFDF07ADF18C,Belleville,ON,K8N,391,English,Female,25-34
D835F789-76E5-4D14-AB9D-BED219425A71,Victoria,BC,V9c,9372,English,Female,25-34
F73CAA9C-B694-4740-A622-915F2CD3CD7E,Stoney Creek,ON,L8E,0,English,Female,55+
36F21531-633D-482C-8248-2DAA0652195A,Lac La Biche,AB,T0A,1759,English,Female,25-34
C268FC1C-7591-4BA8-A900-124B6D6D5841,Mississauga,ON,L4W,1496,English,Male,45-54
5D855B33-2224-44F4-9151-EDF5A6B91AB7,Gatineau,QC,J8R,100,French,Male,45-54
886634DA-B2B5-4C4B-A4D0-04BA9D693910,Leduc,AB,t9e,627,English,Female,35-44
7AE50611-9C58-471A-BD5C-CEAE68400FA6,Montreal,QC,H3N,0,English,Female,25-34
E6EFD95B-1193-44B8-BB58-B8B7BCD27257,Vancouver,BC,V5X,776,English,Male,18-24
BF8C6A2D-924C-4C12-8406-8C4E646D532C,Lefroy,ON,L0L,0,English,Male,25-34
C8525733-CBBD-453E-804B-362FD908395B,Longueuil,QC,J4T,500,French,Male,55+
3EBE8D30-C183-4B98-8348-B8BB90A40143,Ottawa,ON,K2E,3245,English,Female,18-24
4D838946-45F8-4F92-A443-C7CB38ABE671,Abbotsford,BC,V2S,590,English,Female,35-44
39E739B7-8A55-4290-82F8-A6B6B9B631AE,Caledon,ON,L7K,2479,English,Male,18-24
CD9E7066-9CFE-41B7-AAC2-37656683A30F,Hudson Bay,SK,S0E,4885,English,Female,35-44
4EA1844A-4867-4C2D-A636-590F6CB3D3C0,Mississauga,ON,L5A,979,English,Female,25-34
74A55EFB-2046-4914-983D-2A0138F805A0,Beausejour,MB,R0E,430,English,Male,25-34
0D772261-F6EF-45FB-A7A9-CE03010F0318,Pincourt,QC,J7W,453,French,Female,18-24
E88E26D3-2B95-48C4-BB38-868BAF1BFA7D,Surrey,BC,V3W,347,English,Female,45-54
A8D134DB-EB97-405C-AAB4-64B919FE310C,Pilot Butte,SK,S0G,650,English,Male,18-24
5602A79F-6E75-45B7-BD47-BC0147B8765E,Edmonton,AB,T6L,4020,English,Male,25-34
B67F6CEC-F9C8-43EE-B4DF-3512FA460FEE,Hamilton,ON,L8T,1496,English,Male,18-24
C9A39D18-DBF8-456B-BA19-4E4E1963B7CE,St Albert,AB,t8n,0,English,Male,25-34
B874F576-4BEB-42B3-A763-4BC6CE02A927,Red Deer,AB,T4R,2002,English,Female,18-24
FC434092-F5CB-4219-B695-063E950C60CB,Sarnia,ON,N7S,44,English,Male,14-17
85A4FAE0-3A43-49EA-81B5-58A824FBF159,Toronto,ON,M4H,262,English,Female,25-34
A4B2E315-18F3-45F2-BF28-F4DA1CB8AA0C,Toronto,ON,M1W,1817,English,Male,25-34
7BD76D23-BFD3-4D36-8F96-AE5832C5347C,Vancouver,BC,V5Y,420,English,Female,55+
AFC9136E-9BE2-4183-B968-AF5474CDC7E9,Pembroke,ON,K8A,0,English,Female,25-34
FBF89D22-5EE1-4F6D-A21B-F97D67E11F74,Vancouver,BC,v6p,1200,English,Female,18-24
4C7101F1-34CE-41E1-AF9B-71A9ECA7F67C,Milton,ON,L9T,1113,English,Male,25-34
674BAA3E-E0DD-476F-8D97-F55053133B21,Bonavista,NL,A0C,750,English,Male,18-24
3C8F5F3E-9A50-4FE8-9949-DEF444FE0016,Scarborough,ON,M1G,4016,English,Male,18-24
481DDE47-E8B7-4FE7-AAAD-70AFA4ECF00D,Toronto,ON,M9M,1835,English,Male,18-24
4D62D389-9625-463A-A164-13D168B5396A,Townsend,ON,N0A,616,English,Female,35-44
1EC976C5-FE34-4485-B921-E13E0C85A56A,Roslin,ON,K0K,1740,English,Female,45-54
9B7472BB-160C-46E1-A556-04E81CACF7B5,Noels Pond,NL,A2N,2221,English,Female,18-24
3E571276-CCDB-457F-AFC7-2E28A9C8EF34,Hamilton,ON,L8V,400,English,Female,35-44
2C7D3982-204F-4ACB-8D26-14DFFEF3025D,Victoria,BC,V8T,2035,English,Female,18-24
37ED83BE-DF5F-4221-A7B9-9AAD226C425A,Misissauga,ON,L5M,0,English,Female,25-34
40E02D53-2CD9-4BE0-BA2E-93FB88E679E7,Winnipeg,MB,R3G,650,English,Male,18-24
6AEF843E-2DB5-4440-9563-67A95B660103,Burlington,ON,L7P,87,English,Male,25-34
5C1D8A4B-572B-4F81-A18E-78921D77B907,Cornwall,ON,K6J,5007,English,Male,45-54
D5336956-A422-4B5C-AC89-91B86EF69C13,Montreal,QC,H4N,0,English,Female,55+
B56EECA5-165D-4D8D-A83E-5DBFF767C6DB,Brampton,ON,L6R,0,English,Male,25-34
8B944D02-B419-400E-BA4A-576D271FE5D4,Hagersville,ON,N0A,518,English,Female,25-34
CB2307DA-F773-4CA7-B51F-1D5FA0AC892E,Oakville,ON,L6L,1984,English,Female,35-44
2F030BAE-D808-49D2-9033-B28119C64025,Saskatoon,SK,S7K,1402,English,Male,55+
E09870EE-9D97-4921-B18A-3F54DDA2A469,Surrey,BC,V4N,948,English,Male,18-24
5D4D6807-57DF-4E36-BB54-DBD73B0158D0,Thunder Bay,ON,P7J,879,English,Female,45-54
9CA72067-5A2E-4142-8BFF-1DC862DE3ABB,Calgary,AB,T2J,0,English,Male,35-44
12DD6E96-91BB-45BC-BB72-4ED184E78241,Vancouver,BC,V6T,5173,English,Male,25-34
0E3696BE-F327-44D2-9CAD-64629EF10977,Calgary,AB,T3L,1999,English,Female,45-54
63593ED4-B49D-4223-9B3C-7ACB6C7EF308,Ottawa,ON,K2P,833,English,Female,25-34
FD450A1B-9607-452A-AAE9-AC2DC6767970,Birch Island,ON,P0P,0,English,Male,55+
561A0D5F-C6C5-40A0-BD7F-F6D42CF4EBE2,Brossard,QC,J4Z,1329,English,Male,25-34
0E224AD7-8727-48DA-9F19-4A638DD8F7D8,St Johns,NL,A1E,0,English,Female,45-54
5D803C1E-C481-4A77-AF4B-1B8102B2872D,Vancouver,BC,V5V,674,English,Male,25-34
E2DF9B49-7C71-44A5-B21F-1709C2089FAC,Ottawa,ON,K1T,1740,English,Female,18-24
8361CDB0-D2D2-4DC9-8BCC-0A611CB0FCE4,Richmond,BC,V6X,1250,English,Female,25-34
E710C671-4B49-429D-932C-3BC08869134C,Waterloo,ON,N2L,324,English,Female,25-34
0BC17C01-5FA7-476B-8BF2-5DF8D537D80B,The Pas,MB,R9A,4846,English,Male,25-34
6FA45C06-3B9B-4496-8FF7-49CFDDFA6006,Toronto,ON,M5A,1580,English,Male,55+
F74419FD-D908-48CA-BB67-3BD331D49481,Penhold,AB,T0M,100,English,Male,55+
F1458EA6-5C91-4FDF-A4B5-3BFF53668085,Brampton,ON,L6R,2411,English,Male,18-24
C477DA39-E541-47C7-B832-3C261FD06CC5,Windsor,ON,N8Y,500,English,Male,35-44
B5783AE6-285B-4955-A014-C555E76DEE8C,Calgary,AB,T3B,802,English,Female,25-34
1D0BE02B-C09D-4FA8-A561-D6D616479E47,Brampton,ON,l6y,2933,English,Female,18-24
FA31D10D-4244-4679-82AD-09284AC8FE02,Kingston,ON,K7M,395,English,Female,55+
AAC979F8-1FBC-4AD1-A71F-F7929DC12B35,Penticton,BC,V2A,677,English,Female,45-54
67609BD7-734F-410B-A034-3E0255720625,North York,ON,M3A,500,English,Female,35-44
76557E21-6968-459D-A6E0-D1B6294EB059,Wallaceburg,ON,N8A,340,English,Female,55+
EEB15791-8571-47E6-98A7-4C9D7AEF5A3A,Brampton,ON,L6S,1984,English,Male,35-44
5D0AC106-0850-4CF6-AF59-96F8F375C8D5,Mississauga,ON,L5V,3687,English,Female,18-24
22B1F0AD-8943-4E15-ABE4-D68B5709ADB5,Edmonton,AB,T6X,4655,English,Female,18-24
03BE7FC6-00D1-44D6-9D12-A7EB8AE84987,Moncton,NB,E1G,96,English,Male,18-24
DB53D533-2497-4902-A43C-71B37B840E38,De Winton,AB,T0L,7635,English,Male,45-54
14AC5411-82C5-419E-88D6-B49269D4DCE2,Courtice,ON,L1E,456,English,Female,14-17
08913068-C843-4684-BC38-F3E9E08D5098,Toronto,ON,M5R,1120,English,Female,25-34
C286D1DD-6CDD-4176-B93F-C20B4C9246A3,Toronto,ON,M1M,181,English,Male,18-24
C648B29D-73C8-498B-82FD-EDF50C474AC4,Hamilton,ON,L8S,230,English,Male,25-34
BE578B0B-D9BB-4A0B-B96A-611C156364B9,Langley,BC,V2Y,650,English,Male,25-34
88E14BE8-3DC7-4258-A228-CAEF022CB60C,Gatineau,QC,J8P,995,French,Female,18-24
070E586E-BD1C-4DFF-8A14-500E5D03D5CC,Ajax,ON,L1Z,300,English,Male,35-44
FCFF9781-D7BB-47E5-BE51-BA19F0F413CF,Kentville,NS,B4N,6013,English,Female,55+
E7E53FAB-8830-4799-8BFE-CF067CC7FC7F,Sault St Marie,ON,P6B,217,English,Female,55+
EDE7AB46-B64D-4F07-9898-5BD0A4594E45,Cambridge,ON,N3H,12024,English,Male,45-54
194A329C-C702-47D1-843D-3142FD7D3FCD,Toronto,ON,M3A,1447,English,Male,25-34
A035C701-6C6A-46C2-8B5C-3E697D8AEBAE,Toronto,ON,M3C,1806,English,Female,35-44
B78AECD8-72A5-4F35-95AD-0573B58267D5,Toronto,ON,L4A,4709,English,Male,14-17
0C78BD2B-B2F5-4F5B-A2EA-3803B258A65A,Botwood,NL,A0H,0,English,Female,25-34
2D299371-2F57-41C5-82F0-6096BBED00CB,Toronto,ON,M8X,565,English,Female,25-34
4A6B0E10-C102-4BE0-B5B8-C3F90FD7463F,Maxville,ON,K0C,1189,English,Female,14-17
711D582D-6E97-4718-93DF-48D333C32D51,Waterdown,ON,L0R,0,English,Female,35-44
F232C44A-7789-4BC2-822F-0E099C4C9E4F,Mississauga,ON,L5A,2558,English,Female,35-44
B3A8F349-FB92-4DBE-8E93-5D274539DDB2,Calgary,AB,T2X,2090,English,Female,45-54
24B16466-69E5-4CD3-84AF-A2F9624D0BFD,Terence Bay,NS,B3T,1250,English,Female,35-44
4BF0EFF2-C772-4CFA-A325-781290E1EB24,Scarborough,ON,M1V,2102,English,Female,25-34
B78B8670-2B7F-4EE7-A034-101DAA7A8940,Toronto,ON,M5V,868,English,Female,25-34
EEEEF42E-A4CD-4176-B19D-D03FB7C2C751,Toronto,ON,m9w,0,English,Male,18-24
12235AB8-518A-4AFC-B38C-5A4A41D40816,Claresholm,AB,t0l,0,English,Female,25-34
E6962CEC-242B-4D64-9DCC-BAA6CF3BABBD,Markham,ON,L6B,150,English,Male,55+
3E756DAF-9F4B-4298-95CD-7B26B9988B43,Noel,NS,B0N,528,English,Male,45-54
B63EEDD6-579D-4073-BD1D-9F197C523D14,Toronto,ON,M9V,0,English,Male,18-24
68AEE48C-2DBC-4E83-B9F3-95900D0492FE,Shannonville,ON,K0K,7281,English,Female,55+
4E233EC8-7577-44AE-A42B-BA0460F9F649,Victoria ,BC,V9B,0,English,Female,18-24
29D5454F-A33F-475F-B00B-78BD41552331,Bradford,ON,L3Z,1912,English,Female,25-34
933CEBE6-9DFC-44AC-A6B7-4C59303391B9,Victoria,BC,V8W,0,English,Female,35-44
AE276753-9C48-45EA-A98E-51DD9E7202D1,Mississauga,ON,L5N,927,English,Male,45-54
05449404-FEA3-48DC-9B47-D7A96E6E827F,Mississauga,ON,L5M,225,English,Male,45-54
01DBB924-7A28-4780-A6AA-BBD11EA12DDB,Dartmouth,NS,B2W,276,English,Female,55+
93A5244B-EA83-4E6B-80C1-94E1B58B86A5,St John,NB,E2L,358,English,Male,35-44
8CD490A8-A86A-467F-BCD2-0DB7521A7848,Ottawa,ON,K1V,625,English,Female,18-24
3378A75D-89B8-4D7B-821E-00DF6CA04DE3,Etobicoke,ON,M9W,2125,English,Male,18-24
3DD2B3D6-7DF3-44DE-B1D4-79FF0030E34A,Windsor,ON,N9B,5450,English,Male,18-24
6FEFC34C-BB31-469E-BE3F-6B297897692B,Stalbert,AB,T8N,1880,English,Male,18-24
87D30DC7-764F-477D-BCE0-8E39E4F0D392,Calgary,AB,T3H,657,English,Female,25-34
AB23CB04-D550-4F3F-A331-6DB43FF34E83,Kingston,ON,K7L,5,English,Male,45-54
FE61DCC5-B369-450C-9F9B-EBBAD824C7C2,Guelph,ON,N1G,1947,English,Male,35-44
312C6D42-BECA-4521-97FC-D9716FABCBFB,Pointeclaire,QC,H9R,530,English,Male,18-24
129862C7-B4C5-4D2E-A65C-4BC45277148F,Richmond Hill,ON,l4c,0,English,Male,18-24
6D894309-B6BC-4453-A8CF-56BEE829B47F,Portlambton,ON,N0P,1238,English,Female,18-24
ABE31C82-0B0B-4E77-B862-AA0F895A019D,Markham,ON,L6B,1341,English,Female,45-54
9A3D302F-011C-404B-A1E3-D80C8A7EA45F,Calgary,AB,T2S,465,English,Female,14-17
32E0CF83-35FE-45B3-B8E9-FB9CD02BAAE3,Edmonton,AB,T6K,8429,English,Male,35-44
D533484E-2CBC-48BA-A14F-07593BB9CC6C,Gatineau,QC,J8Z,540,English,Female,18-24
80AF049C-D212-48A0-BBEA-56419779FC72,Edmonton,AB,T6L,250,English,Female,35-44
AB92A309-9EEC-4CB7-A5EC-E304B9E69338,Cayuga,ON,N0A,787,English,Female,35-44
2CF914ED-A81D-4426-9200-88DB7FD13441,Mississauga,ON,L5B,3527,English,Female,18-24
73742F40-DF53-44E3-8059-ACF374617BEB,Coquitlam,BC,V3K,2807,English,Male,25-34
B94D23AE-A5EF-41FA-A570-4E8F347A6E63,Toronto,ON,M3L,1375,English,Female,25-34
465C8B49-D3E0-40D2-ACD7-E08F4F5F9774,Toronto,ON,M2J,70,English,Male,25-34
C5755F5C-05BA-4E10-9E6E-661C6A605B4E,High Level,AB,T0H,1071,English,Prefer not to answer,18-24
333AB501-156B-4855-8D26-4A62E64805F1,Sidney,BC,V8L,450,English,Female,25-34
57EE712D-3236-4E19-BF27-A385EC322D6C,Thornhill,ON,L3T,1050,English,Female,35-44
4E35E38F-9240-4003-AF1D-774BBEC15F40,Parksville,BC,V9P,0,English,Female,14-17
C2B565FC-F06A-4685-B756-EF8F0A01EAF6,Toronto,ON,M3L,366,English,Male,18-24
5A220280-37AE-48E2-B5B4-85C8DC8A7B93,Burlington,ON,L7M,592,English,Male,35-44
47180B77-88BC-4057-ABB1-EB09AB2D6584,Mississauga,ON,L5N,3354,English,Female,55+
EDA1C834-6865-4302-A741-4F7D85EDB5F8,Etobicoke,ON,M9P,900,English,Female,35-44
EA37875D-98B3-4B22-9C50-A1827EC1614C,Surrey,BC,V3W,867,English,Female,25-34
CF8EE954-92A8-4FF2-9791-5150562ED89C,Québec,QC,G1X,1238,French,Male,35-44
DE8D9A72-50B7-4384-98FC-16AB7A9ED2ED,Victoria,BC,V9A,140,English,Female,25-34
A13298C0-2F70-4DC4-B981-F3C6F1B343F0,Coquitlam,BC,V3E,762,English,Male,25-34
27276F08-9F3F-42BC-89B6-1F661576BFCF,Toronto,ON,M5N,145,English,Male,45-54
507A7218-6153-4E03-A611-2027388E2AE5,Coaldale,AB,T1M,2024,English,Female,18-24
96CA0C67-F74B-4610-BCCD-5ADF2166FEAB,Mississauga,ON,L4T,11585,English,Female,18-24
BA75F0F9-38F8-4D4A-922E-FAAD4E82BFEA,Richmond,BC,V6X,525,English,Female,25-34
18FF9AB1-2A30-4C85-9D64-C86641AC57E8,Toronto,ON,M5S,3597,English,Female,25-34
DE93989C-6A1A-4A6F-84D0-A5C87666C1B8,Vancouver,BC,V6E,3800,English,Male,18-24
CE3E0D7E-2818-459E-9591-479B68592035,Lantz,NS,B2S,1145,English,Male,25-34
C5197652-A3CB-469E-9F74-5C41631C10AA,Winnipeg,MB,R3g,4628,English,Female,18-24
B004682F-40B5-4D42-AD39-B287C596DAA7,Dartmouth,NS,B2Y,1250,English,Male,55+
D24E2260-9E22-42A8-A31A-745A3A897ACA,Dartmouth,NS,B3B,0,English,Female,18-24
D7E3884B-8FDC-4FFA-82B7-00C9929CF73A,North York,ON,M3A,0,English,Female,25-34
07443A26-D088-400D-A49D-44AFCE9A14F8,Edmonton,AB,T6X,4059,English,Male,14-17
75AF1E68-CE9D-4CAF-95BB-A6FE924CAD8F,Montreal,QC,H1V,940,English,Female,45-54
9A6BD7B3-9A35-4B17-8249-30D6BD27D317,Ottawa,ON,K2P,0,English,Male,35-44
26D21618-09C5-4A5B-9F79-6FAED9DF3959,Surrey,BC,V3V,350,English,Male,45-54
F901CE8B-399F-4C71-A079-4CF5C3B647BF,Regina,SK,S4V,362,English,Female,45-54
0F45229A-688A-4949-AA94-739702DCB254,Shaunavon,SK,S0N,520,English,Male,18-24
EEA556E6-0370-4E6D-9B0E-B80CF29850F0,Frankford,ON,K0K,365,English,Male,14-17
D632764C-50E9-447B-9748-A44E7188B344,Spruce Grove,AB,T7X,3691,English,Female,35-44
4477889C-FF26-42DA-9AAA-6F654BEE9EC8,St Johns,NL,A1B,482,English,Female,35-44
F48FCC4B-79ED-4452-9FB0-1995A5BE84E1,Edmonton,AB,T6J,1685,English,Female,25-34
5EE399CF-03BA-4E34-A9E5-2017008B5EB1,Mississauga,ON,L5L,1140,English,Male,18-24
700A4B15-488E-4925-9F3A-8D7D525C349F,Surrey,BC,V3W,326,English,Male,18-24
70724618-C0AE-4344-B0DF-558657493457,Calgary,AB,t3k,1220,English,Female,35-44
20E42103-EFA2-49A9-9A56-7E7070F8EDD3,Wallaceburg,ON,N8A,0,English,Female,14-17
D686DA4B-F0E9-4760-94F3-E29281866860,Calgary,AB,T3K,662,English,Female,45-54
59BB1837-87A0-467C-93F6-96C308F46769,Prince Albert,SK,S6V,2200,English,Male,45-54
35FE065A-B82D-4FC2-B307-DD69BCF4B536,Mississauga,ON,L5L,2514,English,Female,55+
E5548DBD-7F95-4B56-A71F-D351079FF8AA,Montreal,QC,H1V,4518,French,Male,25-34
EE2E063F-16E2-433C-B249-0828E3C376CF,Tupper Lake,NS,B0P,225,English,Female,45-54
4DA73B18-8C7F-4DBC-A580-504742EC2EF2,Milton,ON,L9T,368,English,Male,45-54
F344E681-117D-4172-8CD1-99C278CF3933,Winnipeg,MB,r2m,0,English,Male,35-44
AC2F7C85-2BEE-4D7D-9960-E6F53E1665E7,Nanaimo,BC,V9r,21421,English,Male,25-34
C5C9940A-F522-4B9F-A54C-FDCD609950CC,Winnipeg,MB,R2J,546,English,Male,18-24
84B656CC-B7A2-46FC-9E01-23855DE2EF1B,White Fish,ON,P0T,630,English,Female,14-17
67466266-B732-4463-A8CB-6922B6026E5E,Calgary,AB,T3J,7383,English,Female,35-44
8BBE9E7A-28D4-43BD-8E69-61B05268E832,Greenfield Park,QC,J4r,1710,English,Female,25-34
B01F7CF8-22F7-4CC0-A71F-16216C5C7DC7,Burlington,ON,L7M,752,English,Female,18-24
0BC6DEC4-7736-4860-9E5B-9B1733F85141,Spruce Grove,AB,T7X,685,English,Female,35-44
4F1B5860-1962-479E-AF5C-2DBF73DB2338,Markham,ON,L6E,410,English,Male,25-34
2B413A62-1E4A-440B-AF71-9BD15829259B,Meaford,ON,N4L,1954,English,Female,55+
4E09F76B-B301-4058-8274-838FFB155783,Edmonton,AB,T5B,830,English,Male,55+
E84C7216-B5FA-46FF-9DC3-21226B2D8810,Montreal,QC,H2R,1222,French,Male,25-34
B1C939EF-7F62-4B1B-A219-B3AE10D471CC,Maple,ON,L6A,2369,English,Male,18-24
9F8B41BC-4F09-49A2-8B21-591D07DD0F73,Montreal,QC,H3C,650,English,Male,25-34
84DABBBC-9C6E-44C9-AF0F-9BDD0C80D5BE,Toronto,ON,M2N,410,English,Female,18-24
3472E933-A4B1-4A0A-9D8C-3FDDE23A527F,Victoria,BC,V9B,7164,English,Male,55+
C8A636A5-ECAB-4CC8-903D-32C8EACF30B2,Ottawa,AB,K1Z,1905,English,Male,45-54
0EC49E03-5D83-4D5A-8900-E5017847F825,Milton,ON,L9T,200,English,Female,35-44
E78D2513-EC6B-4BE4-AF20-662C7F57E7FE,St Albert,AB,T8N,889,English,Female,55+
7E8A6707-6900-409B-8944-6F57AD71BC6D,Labrador City,NL,A2V,0,English,Female,18-24
3B755AB7-AC87-47BD-9873-EBB343A7E3EF,Toronto,ON,M9m,0,English,Female,35-44
FEC83ECD-5375-4E14-81E0-8003A60D0188,Ottawa,ON,K1C,2658,English,Male,25-34
2DFC04F9-087C-4E7A-8E6D-5B018FB9582C,Sooke,BC,V9Z,800,English,Male,35-44
CA1AA1A3-FE86-4A0A-9560-6C044E016917,Fernie,BC,V0B,350,English,Male,25-34
6AB6E993-94FA-4517-AE9F-DEE6CF1F57EE,Cambridge,ON,N1R,16,English,Male,14-17
DECED296-768A-4BE9-AD81-30176736B289,Badjeros,ON,N0C,3394,English,Female,25-34
CE0F4324-C8E6-4357-B728-3FD619DD9248,Hamilton,ON,L8N,6819,English,Female,18-24
3CDB3302-09C2-4853-8527-F69513D0382A,Edmonton,AB,T5P,1715,English,Prefer not to answer,25-34
271311B4-59A2-44B5-BDB2-24184C38F134,Fort Erie,ON,L2A,0,English,Female,45-54
D03B3B66-996C-4A0B-98CD-171B05DB8C44,Toronto,ON,M3H,1120,English,Female,25-34
A2004720-F968-46A3-8282-5F8C86CE9FD1,Regina,SK,S4T,734,English,Male,45-54
13781C0F-1C81-4E16-A5AA-36A6FF3A610F,Windsor,ON,N9E,2649,English,Male,25-34
D92DCF78-7F65-4F8A-A8F9-7E11D9CB6582,Sudbury,ON,P3B,306,English,Male,55+
F184561C-D3D1-49ED-9875-B32C55CE25A8,Westmount,QC,H3Z,72,English,Female,18-24
C93AF74F-35F0-41E0-806D-CCE762A8B88E,Oakville,ON,L6J,1766,English,Male,35-44
7D5685ED-D73E-4AC6-B83C-141159793A59,Sherwood Park,AB,T8H,0,English,Female,35-44
